County,State,Adult Obesity (2018),Adult Smoking (2018),Limited Access To Healthy Foods (2018),Poverty Rate (2018)
Dunklin County, MO,0.356000006,0.262049854,0.107863352,
St. Lucie County, FL,0.270999998,0.173359826,0.129667759,0.110274586
Atoka County, OK,0.367000014,0.21162793,0.179196805,
Douglas County, MO,0.328999996,0.230491936,0.138232127,
Santa Rosa County, FL,0.25999999,0.194295928,0.114679463,0.085696792
Rappahannock County, VA,0.296000004,0.139627367,0.205667943,
Beaver County, OK,0.35800001,0.147433683,0.140553281,
Dent County, MO,0.344999999,0.232386574,0.087129347,
Sarasota County, FL,0.207000002,0.126977608,0.069465086,0.10323319
Pulaski County, VA,0.31099999,0.172339693,0.0639624,
DeKalb County, MO,0.381000012,0.219544008,0.112481065,
Seminole County, FL,0.256000012,0.158116311,0.07156264,0.099118615
Beckham County, OK,0.381999999,0.177104682,0.040873036,
Daviess County, MO,0.361999989,0.203582704,0.099874027,
Sumter County, FL,0.268999994,0.104544349,0.042840257,0.081843491
Prince William County, VA,0.287999988,0.151720881,0.033502497,0.063590678
Blaine County, OK,0.368999988,0.172860429,0.176573157,
Dallas County, MO,0.349000007,0.2267216,0.08782804,
Suwannee County, FL,0.328999996,0.201501057,0.091673777,
Prince George County, VA,0.317000002,0.169761986,0.100451902,
Dade County, MO,0.323000014,0.222021982,0.031952951,
Taylor County, FL,0.372999996,0.211680815,0.12107335,
Bryan County, OK,0.335999995,0.197571427,0.080169216,
Crawford County, MO,0.344000012,0.226569757,0.029098665,
Union County, FL,0.379000008,0.248614341,0.095417447,
Prince Edward County, VA,0.335999995,0.187449142,0.124695957,
Caddo County, OK,0.382999986,0.220599592,0.146530047,
Cooper County, MO,0.367000014,0.21053566,0.084004946,
Volusia County, FL,0.256999999,0.181342885,0.132672414,0.128425505
Powhatan County, VA,0.296000004,0.138273001,0.015733741,
Cole County, MO,0.326999992,0.203547254,0.083553292,0.061362029
Wakulla County, FL,0.356999993,0.190639049,0.002599341,
Canadian County, OK,0.335000008,0.143873572,0.055088375,0.06794106
Clinton County, MO,0.344999999,0.192909166,0.030932227,
Walton County, FL,0.280999988,0.189571694,0.055328783,0.092123982
Pittsylvania County, VA,0.337000012,0.178301856,0.058354948,
Carter County, OK,0.349999994,0.182711348,0.034990523,
Clay County, MO,0.317999989,0.184555754,0.06477344,0.067747582
Washington County, FL,0.374000013,0.211610228,0.221406206,
Patrick County, VA,0.284999996,0.185255677,0.047013335,
Clark County, MO,0.363000005,0.203329191,0.053567596,
Appling County, GA,0.351000011,0.202004015,0.067730412,
Cherokee County, OK,0.349999994,0.223598689,0.112612486,
Christian County, MO,0.294,0.201166272,0.071080118,0.07927415
Atkinson County, GA,0.338999987,0.235526681,0.122670628,
Page County, VA,0.25999999,0.170096532,0.014529712,
Choctaw County, OK,0.374000013,0.2120803,0.26616472,
Chariton County, MO,0.31400001,0.207775906,0.037775304,
Bacon County, GA,0.314999998,0.199991584,0.054763518,
Orange County, VA,0.284000009,0.159327999,0.075546071,
Cedar County, MO,0.307999998,0.226456881,0.062895201,
Baker County, GA,0.30399999,0.182196319,0.305464357,
Cimarron County, OK,0.32100001,0.16511324,0.153626263,
Cass County, MO,0.326999992,0.182218164,0.089616373,0.08557212
Baldwin County, GA,0.368999988,0.241075933,0.093198448,
Nottoway County, VA,0.347000003,0.19728069,0.301811785,
Cleveland County, OK,0.321999997,0.145541266,0.055213947,0.122123593
Carter County, MO,0.307000011,0.228860736,0.276997209,
Banks County, GA,0.298999995,0.194769144,0.014446704,
Northumberland County, VA,0.280000001,0.137889892,0.009573299,
Carroll County, MO,0.365999997,0.204926684,0.061317418,
Barrow County, GA,0.345999986,0.181166813,0.051055513,0.08241246
Coal County, OK,0.342999995,0.197791144,0.13065733,
Cape Girardeau County, MO,0.301999986,0.205587283,0.075127035,0.146663666
Bartow County, GA,0.342000008,0.192209944,0.141054317,0.118512086
Northampton County, VA,0.361000001,0.169214562,0.004073555,
Comanche County, OK,0.354999989,0.206483409,0.146342382,0.162146264
Camden County, MO,0.289000005,0.198659077,0.059889566,
Ben Hill County, GA,0.351999998,0.232629254,0.133770362,
New Kent County, VA,0.289000005,0.142688036,0,
Callaway County, MO,0.354999989,0.199740618,0.064107016,
Berrien County, GA,0.328000009,0.216427416,0.099191606,
Cotton County, OK,0.372000009,0.181610584,0.324315399,
Caldwell County, MO,0.351000011,0.210615411,0.080629408,
Bibb County, GA,0.347000003,0.213091597,0.108663596,0.250634566
Nelson County, VA,0.291999996,0.171415031,0.03100374,
Craig County, OK,0.316000015,0.197654694,0.072000504,
Butler County, MO,0.342999995,0.246409222,0.079208344,
Bleckley County, GA,0.335999995,0.189353392,0.030866772,
Montgomery County, VA,0.234999999,0.182524428,0.035234347,0.285075011
Buchanan County, MO,0.317999989,0.249220416,0.067986511,0.157552329
Brantley County, GA,0.324999988,0.227513969,0.023657704,
Creek County, OK,0.360000014,0.180403993,0.075507566,0.13677401
Boone County, MO,0.282999992,0.182210267,0.084012441,0.182584138
Brooks County, GA,0.324999988,0.200240746,0.036598131,
Middlesex County, VA,0.256999999,0.146844044,0.002465866,
Custer County, OK,0.338,0.181213528,0.141200438,
Bollinger County, MO,0.308999985,0.229538798,0.108626336,
Bryan County, GA,0.298000008,0.183116615,0.062879518,
Mecklenburg County, VA,0.307000011,0.185333982,0.038709771,
Benton County, MO,0.308999985,0.216141939,0.047077335,
Bulloch County, GA,0.333999991,0.218862206,0.028553609,0.237331538
Delaware County, OK,0.381999999,0.209009692,0.083853848,
Bates County, MO,0.319000006,0.213872835,0.013202394,
Burke County, GA,0.330000013,0.219777137,0.048235495,
Mathews County, VA,0.286000013,0.141467899,0,
Dewey County, OK,0.365999997,0.178627089,0.358918071,
Barton County, MO,0.333999991,0.22340861,0.110391416,
Butts County, GA,0.301999986,0.194060132,0.026271561,
Madison County, VA,0.272000015,0.169827208,0.011384645,
Barry County, MO,0.328999996,0.234772086,0.054757562,
Calhoun County, GA,0.331,0.256955147,0.056939013,
Ellis County, OK,0.324999988,0.160356864,0.382016867,
Audrain County, MO,0.344999999,0.21175243,0.062112242,
Camden County, GA,0.333000004,0.186136454,0.136440009,
Lunenburg County, VA,0.291000009,0.189796463,0.000184629,
Garfield County, OK,0.375999987,0.189285591,0.056288004,
Atchison County, MO,0.312000006,0.184181318,0.049144991,
Candler County, GA,0.328999996,0.220239729,0.02302978,
Louisa County, VA,0.307000011,0.168158278,0.007012178,
Andrew County, MO,0.328999996,0.181354433,0.027843622,
Carroll County, GA,0.328999996,0.200141907,0.107549302,0.1762025
Garvin County, OK,0.351000011,0.20608829,0.083462372,
Adair County, MO,0.298000008,0.223115429,0.091035493,
Catoosa County, GA,0.307000011,0.154294536,0.111428745,0.103755953
Loudoun County, VA,0.215000004,0.113454379,0.007596399,0.038321918
Grady County, OK,0.352999985,0.168716714,0.051261008,
Yazoo County, MS,0.370000005,0.250480294,0.208156914,
Charlton County, GA,0.328000009,0.198064432,0.084982187,
Lee County, VA,0.32100001,0.223216861,0.000325754,
Yalobusha County, MS,0.379000008,0.208851784,0.039699186,
Chatham County, GA,0.326999992,0.179598764,0.074635416,0.134140683
Grant County, OK,0.345999986,0.145291224,0.232523173,
Winston County, MS,0.358999997,0.214307725,0.073166743,
Chattahoochee County, GA,0.282000005,0.19643414,0.368037909,
Lancaster County, VA,0.31099999,0.134248853,0.014433729,
Greer County, OK,0.342000008,0.187599674,0.035875592,
Wilkinson County, MS,0.374000013,0.232516214,0.082157068,
Chattooga County, GA,0.349000007,0.210718662,0.031241896,
King William County, VA,0.256999999,0.156697795,0.032856762,
Webster County, MS,0.308999985,0.189390287,0.051942091,
Cherokee County, GA,0.275000006,0.148834899,0.071041629,0.078618683
Harmon County, OK,0.372999996,0.1708581,0.019215789,
Wayne County, MS,0.379999995,0.192377254,0.00710203,
Clarke County, GA,0.256000012,0.217583776,0.209842473,0.275052075
King George County, VA,0.287,0.152310416,,
Harper County, OK,0.344999999,0.15719682,0.233756155,
Washington County, MS,0.407999992,0.212018266,0.188290387,
Clay County, GA,0.307000011,0.268701136,0.566014946,
King and Queen County, VA,0.328999996,0.182773069,0.035058133,
Warren County, MS,0.374000013,0.203835592,0.112726375,
Clayton County, GA,0.363999993,0.199934065,0.176760867,0.169535853
Haskell County, OK,0.377000004,0.209428981,0.177099019,
Walthall County, MS,0.367000014,0.215723559,0.059097439,
Clinch County, GA,0.305999994,0.230706528,0.04500445,
James City County, VA,0.259000003,0.12963751,0.070760377,0.084320742
Hughes County, OK,0.344000012,0.204331294,0.113738284,
Union County, MS,0.377000004,0.185797289,0.063201904,
Cobb County, GA,0.250999987,0.142458245,0.102271937,0.087320714
Isle of Wight County, VA,0.321999997,0.14997384,0.022262858,
Tunica County, MS,0.393000007,0.222388744,0.09631861,
Coffee County, GA,0.347000003,0.225433528,0.075672477,
Jackson County, OK,0.340000004,0.168899804,0.088562652,
Tishomingo County, MS,0.342999995,0.196512401,0,
Colquitt County, GA,0.349000007,0.213174969,0.088189803,
Highland County, VA,0.272000015,0.153843433,0.318122447,
Jefferson County, OK,0.361999989,0.194578409,0.12620154,
Tippah County, MS,0.337000012,0.200608388,0.060647994,
Columbia County, GA,0.312000006,0.156957507,0.028405409,0.075124601
Henry County, VA,0.323000014,0.188423008,0.073258273,
Tate County, MS,0.368000001,0.180001751,0.151931643,
Cook County, GA,0.321999997,0.212268084,0.059734449,
Johnston County, OK,0.368000001,0.20479919,0.152625069,
Tallahatchie County, MS,0.421999991,0.217400268,0.302749008,
Coweta County, GA,0.270999998,0.167117611,0.069706626,0.11743728
Henrico County, VA,0.280999988,0.162640274,0.039368957,0.089694387
Kay County, OK,0.321999997,0.18445611,0.14262493,
Sunflower County, MS,0.421999991,0.242545009,0.246878132,
Crawford County, GA,0.284999996,0.192913443,0.002622843,
Hanover County, VA,0.289999992,0.147187755,0.035521839,0.045776753
Stone County, MS,0.375,0.175823599,0.081834234,
Crisp County, GA,0.330000013,0.238960102,0.058087327,
Kingfisher County, OK,0.317999989,0.15588586,0.024949644,
Smith County, MS,0.361000001,0.184547842,0.068186164,
Dade County, GA,0.351000011,0.172024652,0.022882575,
Halifax County, VA,0.317999989,0.191412434,0.111958109,
Kiowa County, OK,0.32100001,0.194160432,0.247081727,
Simpson County, MS,0.375999987,0.210498437,0.063661844,
Dawson County, GA,0.282999992,0.156297922,0.002278437,
Greensville County, VA,0.319999993,0.211925119,0.039915983,
Sharkey County, MS,0.368000001,0.240011096,0.158413365,
Decatur County, GA,0.293000013,0.223113447,0.068967655,
Latimer County, OK,0.321999997,0.218629673,0.104274891,
Scott County, MS,0.377000004,0.23708944,0.08653564,
DeKalb County, GA,0.272000015,0.156108782,0.091992207,0.138045524
Greene County, VA,0.284999996,0.173268035,0,
Le Flore County, OK,0.356000006,0.213009417,0.0796782,
Rankin County, MS,0.310000002,0.162539274,0.097931184,0.082993243
Dodge County, GA,0.298000008,0.208661377,0.014801631,
Grayson County, VA,0.298999995,0.184331551,0.093561187,
Quitman County, MS,0.416999996,0.260782629,0.236304909,
Dooly County, GA,0.361000001,0.215160996,0.010046826,
Lincoln County, OK,0.370000005,0.182471499,0.031739775,
Prentiss County, MS,0.344999999,0.199158311,0.038795516,
Dougherty County, GA,0.354999989,0.218522221,0.22627832,0.279302577
Goochland County, VA,0.294,0.131701499,0.034352161,
Logan County, OK,0.317000002,0.158537388,0.087538272,
Pontotoc County, MS,0.347000003,0.186303049,0.046372831,
Douglas County, GA,0.319999993,0.177677348,0.138778225,0.133233001
Gloucester County, VA,0.331,0.14881143,0.028705657,
Pike County, MS,0.342999995,0.218974113,0.089250162,
Early County, GA,0.323000014,0.230129361,0.054205503,
Love County, OK,0.337000012,0.16597195,0.065664344,
Perry County, MS,0.349000007,0.208396032,0.039817654,
Echols County, GA,0.287999988,0.215642557,0.025525231,
Giles County, VA,0.296000004,0.153723374,0.003217615,
McClain County, OK,0.326999992,0.162072733,0.038832549,
Pearl River County, MS,0.342999995,0.178678945,0.05806132,
Effingham County, GA,0.363999993,0.163318262,0.046458084,
Frederick County, VA,0.300999999,0.136039004,0.036286179,0.060101551
Panola County, MS,0.368999988,0.212149069,0.115182608,
Elbert County, GA,0.319999993,0.18364571,0.143224195,
McCurtain County, OK,0.337000012,0.206609681,0.088760734,
Oktibbeha County, MS,0.34799999,0.199657902,0.154179603,
Emanuel County, GA,0.344000012,0.226749927,0.142927602,
Franklin County, VA,0.291999996,0.168908417,0.064871699,
McIntosh County, OK,0.372999996,0.194289148,0.056884523,
Noxubee County, MS,0.382999986,0.21495758,0.108429313,
Evans County, GA,0.338999987,0.210258901,0.026744261,
Fluvanna County, VA,0.294,0.139536515,0.026273312,
Newton County, MS,0.368000001,0.197978914,0.059829433,
Fannin County, GA,0.268000007,0.163557023,0.004928168,
Major County, OK,0.349000007,0.155566841,0.049412858,
Neshoba County, MS,0.414000005,0.216942117,0.037923034,
Fayette County, GA,0.328000009,0.134022757,0.065085314,0.030166047
Floyd County, VA,0.26699999,0.168864787,0.103071809,
Marshall County, OK,0.349000007,0.18065998,0.115421765,
Montgomery County, MS,0.379000008,0.195720851,0.075967178,
Floyd County, GA,0.326999992,0.181092173,0.090770081,0.228054008
Fauquier County, VA,0.245000005,0.137567058,0.011360343,0.054024744
Monroe County, MS,0.384000003,0.195261821,0.033772416,
Forsyth County, GA,0.294999987,0.135842502,0.037859056,0.051117926
Mayes County, OK,0.338,0.201895863,0.048327185,
Marshall County, MS,0.370000005,0.179983571,0.076236509,
Franklin County, GA,0.308999985,0.199762002,0.00473215,
Fairfax County, VA,0.234999999,0.104050614,0.017777344,0.058974449
Murray County, OK,0.393000007,0.168612167,0.020362886,
Marion County, MS,0.34799999,0.204975575,0.1807414,
Fulton County, GA,0.257999986,0.148125917,0.08057218,0.129246568
Essex County, VA,0.347000003,0.170037478,0.100528568,
Madison County, MS,0.298000008,0.150739551,0.053248234,0.060758934
Gilmer County, GA,0.305000007,0.180322841,0.032922573,
Muskogee County, OK,0.402999997,0.209684119,0.06438078,0.137389259
Lowndes County, MS,0.356000006,0.206165954,0.071188368,
Glascock County, GA,0.284999996,0.192323059,0.276898056,
Dinwiddie County, VA,0.323000014,0.172158092,0.076111361,
Noble County, OK,0.345999986,0.162374437,0.116057992,
Lincoln County, MS,0.388000011,0.210951135,0.119472586,
Glynn County, GA,0.287999988,0.176420987,0.104379244,0.166856677
Dickenson County, VA,0.344999999,0.19688642,,
Leflore County, MS,0.409000009,0.221991181,0.30781579,
Gordon County, GA,0.284000009,0.20641613,0.087937377,
Nowata County, OK,0.388000011,0.204890087,0.088944346,
Lee County, MS,0.319000006,0.197966248,0.088659994,0.113366472
Grady County, GA,0.338999987,0.233117744,0.066544048,
Cumberland County, VA,0.338999987,0.192613468,0.239192799,
Okfuskee County, OK,0.345999986,0.2270592,0.10613966,
Leake County, MS,0.407999992,0.222334787,0.096708924,
Greene County, GA,0.307999998,0.203691006,0.016838962,
Culpeper County, VA,0.305999994,0.171980709,0.014158376,
Lawrence County, MS,0.363000005,0.202192888,0.070593752,
Gwinnett County, GA,0.279000014,0.137984484,0.086674184,0.089419644
Oklahoma County, OK,0.307999998,0.164019823,0.074813768,0.172255528
Lauderdale County, MS,0.338999987,0.207683876,0.110943682,0.274698161
Habersham County, GA,0.307999998,0.197622597,0.097446211,
Craig County, VA,0.277999997,0.173428074,0.042826515,
Okmulgee County, OK,0.367000014,0.202197671,0.101321369,
Lamar County, MS,0.335000008,0.18686904,0.046851732,
Hall County, GA,0.289000005,0.177278414,0.100144535,0.135358095
Clarke County, VA,0.268000007,0.154203638,0.002867658,
Lafayette County, MS,0.308999985,0.184815362,0.161696121,
Hancock County, GA,0.307000011,0.240618095,0.141808882,
Osage County, OK,0.317999989,0.188348353,0.130503878,
Kemper County, MS,0.360000014,0.229997322,0.303772837,
Haralson County, GA,0.296000004,0.200173751,0.016891925,
Chesterfield County, VA,0.280999988,0.129324853,0.072225563,0.078571822
Ottawa County, OK,0.374000013,0.214422822,0.088542379,
Jones County, MS,0.409000009,0.190194756,0.054156832,0.188547653
Harris County, GA,0.30399999,0.150198147,0.001758778,
Charlotte County, VA,0.340000004,0.195195377,0.150302306,
Jefferson Davis County, MS,0.412,0.227412134,0.094438106,
Hart County, GA,0.307000011,0.196572721,0.067101873,
Pawnee County, OK,0.349000007,0.183327422,0.004979704,
Jefferson County, MS,0.463999987,0.263622761,0.063612603,
Heard County, GA,0.30399999,0.187689885,0.026460694,
Charles City County, VA,0.349999994,0.175580293,0.005476725,
Payne County, OK,0.310000002,0.193104506,0.101009354,0.247352168
Jasper County, MS,0.382999986,0.197250247,0.061348047,
